"mz_rt_min"	"calculated_mw"	"exact_mass"	"kegg_id"	"name"	"formula"	"pathways"	"annotation"
"224.07709_0.884"	179.07864	179.0794	"C00329"	"D-Glucosamine; Chitosamine; 2-Amino-2-deoxy-D-glucose; Indole-3-pyruvate; 3-(Indol-3-yl)pyruvate; GABA; Long-chain alcohol"	"C6H13NO5"	"Metabolic pathways;Purine metabolism;Biosynthesis of secondary metabolites;Nucleotide metabolism;Biosynthesis of cofactors;HIF-1 signaling pathway;Neuroactive ligand-receptor interaction;Neuroactive ligand signaling;Synaptic vesicle cycle;Taste transduction;Pertussis;Nicotinate and nicotinamide metabolism;Glyoxylate and dicarboxylate metabolism;Quorum sensing;ABC transporters;Fatty acid degradation;Other carbon fixation pathways;Microbial metabolism in diverse environments;Carbon metabolism;Arginine and proline metabolism;Alanine, aspartate and glutamate metabolism;Pyrimidine metabolism;cAMP signaling pathway;Morphine addiction;Pentose and glucuronate interconversions;Ascorbate and aldarate metabolism;Benzoate degradation;Pyruvate metabolism;Butanoate metabolism;Terpenoid backbone biosynthesis;Phosphotransferase system (PTS);Valine, leucine and isoleucine degradation;Lysine degradation;Tryptophan metabolism;beta-Alanine metabolism;Fatty acid metabolism;Retrograde endocannabinoid signaling;GABAergic synapse;Nicotine addiction;Neutrophil extracellular trap formation;Lipid and atherosclerosis;Amino sugar and nucleotide sugar metabolism;Biosynthesis of nucleotide sugars;MAPK signaling pathway;Estrogen signaling pathway;GnRH secretion;Shigellosis;Yersinia infection;Tuberculosis;Cationic antimicrobial peptide (CAMP) resistance;Cutin, suberine and wax biosynthesis;Pathogenic Escherichia coli infection;Salmonella infection;Legionellosis;Graft-versus-host disease"	"putative_multi"
"224.07709_0.884"	179.07864	179.0794	"C06763"	"Nojirimycin; 5-Amino-5-deoxy-D-glucopyranose; Moenomycin A; Tetranactin"	"C6H13NO5"	"Biosynthesis of secondary metabolites;ABC transporters;Glycerophospholipid metabolism;Biosynthesis of siderophore group nonribosomal peptides"	"putative_multi"
"224.09158_4.468"	223.08433	223.0845	"C14433"	"Bendiocarb; 2,2-Dimethyl-1,3-benzodioxol-4-ol methylcarbamate; O-Ethyl-S,S-diphenyl dithiophosphate; Captan"	"C11H13NO4"	""	"putative_single"
"225.08779_2.889"	226.09507	226.0954	"C00929"	"Sinapine; Sinapoylcholine; UDP-beta-L-arabinopyranose; Oligonucleotide"	"C10H17O8PR2(C5H8O5PR)n"	"Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of cofactors;Microbial metabolism in diverse environments;Pyruvate metabolism;Porphyrin metabolism;Amino sugar and nucleotide sugar metabolism;Biosynthesis of nucleotide sugars;Phenylpropanoid biosynthesis"	"putative_single"
"227.02283_1.437"	228.03009	228.0311	"C16457"	"Shale oils; Oil shale; Geranate; 3,7-Dimethylocta-2,6-dienoic acid; Cyclic di-3',5'-guanylate; Radium-228"	"Ra"	"Two-component system;Quorum sensing;Microbial metabolism in diverse environments;Pinene, camphor and geraniol degradation;Biofilm formation - Vibrio cholerae;Biofilm formation - Escherichia coli;Biofilm formation - Pseudomonas aeruginosa;Cell cycle - Caulobacter"	"putative_single"
"227.10269_2.891"	226.0954	226.0954	"C00929"	"Sinapine; Sinapoylcholine; UDP-beta-L-arabinopyranose; Oligonucleotide"	"C10H17O8PR2(C5H8O5PR)n"	"Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of cofactors;Microbial metabolism in diverse environments;Pyruvate metabolism;Porphyrin metabolism;Amino sugar and nucleotide sugar metabolism;Biosynthesis of nucleotide sugars;Phenylpropanoid biosynthesis"	"putative_single"
"227.10338_3.163"	228.11066	228.111	"C13733"	"Dizocilpine; MK801; Adenosine 5'-(gamma-thio)triphosphate; (S)-ATPA"	"C10H16N2O4"	"N-Methyl-D-aspartic acid (NMDA) receptor antagonists"	"putative_single"
"229.11833_3.18"	228.11108	228.111	"C13733"	"Dizocilpine; MK801; Adenosine 5'-(gamma-thio)triphosphate; (S)-ATPA"	"C10H16N2O4"	"N-Methyl-D-aspartic acid (NMDA) receptor antagonists"	"putative_single"
"229.11834_1.192"	228.11106	228.111	"C13733"	"Dizocilpine; MK801; Adenosine 5'-(gamma-thio)triphosphate; (S)-ATPA"	"C10H16N2O4"	"N-Methyl-D-aspartic acid (NMDA) receptor antagonists"	"putative_single"
"231.03883_6.887"	464.09221	464.0955	"C10073"	"Hyperin; Quercetin 3-galactoside; Jacareubin"	"C21H20O12"	""	"putative_multi"
"231.03883_6.887"	464.09221	464.0955	"C12639"	"Quercimeritrin; Quercetin 7-O-beta-D-glucoside; Cyanidin-3-(6'-malonylglucoside); Pelargonidin 3-O-(6-O-malonyl-beta-D-glucoside)"	"C21H20O12"	"Biosynthesis of secondary metabolites;Anthocyanin biosynthesis"	"putative_multi"
"233.11325_1.11"	191.07942	191.0794	"C21247"	"3''-Deamino-3''-hydroxykanamycin B; Nebramycin factor 3; 2-Amino-5-epi-valiolone"	"C7H13NO5"	"Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Propanoate metabolism;Neomycin, kanamycin and gentamicin biosynthesis;Acarbose and validamycin biosynthesis"	"putative_single"
"237.08697_1.235"	236.07955	236.0797	"C15602"	"Hydroquinone; p-Hydroquinone; Quinol; Reduced quinone; Quinone"	"C5H8O(C5H8)n-1"	"Metabolic pathways;Biosynthesis of secondary metabolites;Efferocytosis;Pyrimidine metabolism;Cysteine and methionine metabolism;Biosynthesis of alkaloids derived from terpenoid and polyketide;Primary bile acid biosynthesis;Tropane, piperidine and pyridine alkaloid biosynthesis;Cholesterol metabolism"	"putative_single"
"243.01784_1.426"	244.02512	244.0253	"C22078"	"6-Sulfo-beta-D-quinovose; beta-Sulfoquinovose; 6-Deoxy-6-sulfo-beta-D-glucopyranose; (7R)-7-Hydroxyluteothin"	"C6H12O8S"	"Metabolic pathways;Atrazine degradation;Microbial metabolism in diverse environments;Sulfoquinovose metabolism"	"putative_multi"
"243.01784_1.426"	244.02512	244.0253	"C22507"	"6-Dehydro-D-glucose; 6-Oxo-Glc; 6-Oxo-D-quinovose; 6-Sulfo-D-rhamnose"	"C6H12O8S"	"Metabolic pathways;Pyrimidine metabolism;Sulfoquinovose metabolism"	"putative_multi"
"243.06214_1.235"	244.0695	244.0695	"C00297"	"Sulfide; Thioether; Methylglycocyamine; Magnesium ion; Uridine"	"SR2"	"Metabolic pathways;Purine metabolism;Nucleotide metabolism;Necroptosis;Two-component system;ABC transporters;Mineral absorption;Glycine, serine and threonine metabolism;Arginine and proline metabolism;Cyanoamino acid metabolism;Pyrimidine metabolism;Long-term potentiation;Phototransduction;Complement and coagulation cascades"	"putative_single"
"243.06214_1.739"	244.06953	244.0695	"C00297"	"Sulfide; Thioether; Methylglycocyamine; Magnesium ion; Uridine"	"SR2"	"Metabolic pathways;Purine metabolism;Nucleotide metabolism;Necroptosis;Two-component system;ABC transporters;Mineral absorption;Glycine, serine and threonine metabolism;Arginine and proline metabolism;Cyanoamino acid metabolism;Pyrimidine metabolism;Long-term potentiation;Phototransduction;Complement and coagulation cascades"	"putative_single"
"245.03642_2.935"	246.04369	246.0416	"C22376"	"N-Hydroxy-L-aspartate; Hydroxyaspartic acid; (S)-DHPS; (S)-2,3-Dihydroxypropane-1-sulfonate; 2(S)-Dihydroxypropanesulfonate; Calcium oxybate"	"(C4H7O3)2. Ca"	"Metabolic pathways;Chemical carcinogenesis - reactive oxygen species;Parkinson disease;Alcoholic liver disease;Sulfoquinovose metabolism"	"putative_single"
"245.07668_1.038"	244.06942	244.0695	"C00297"	"Sulfide; Thioether; Methylglycocyamine; Magnesium ion; Uridine"	"SR2"	"Metabolic pathways;Purine metabolism;Nucleotide metabolism;Necroptosis;Two-component system;ABC transporters;Mineral absorption;Glycine, serine and threonine metabolism;Arginine and proline metabolism;Cyanoamino acid metabolism;Pyrimidine metabolism;Long-term potentiation;Phototransduction;Complement and coagulation cascades"	"putative_single"
"245.11421_1.185"	246.12149	246.1216	"C20424"	"2,4-Diacetamido-2,4,6-trideoxy-D-mannopyranose; 2,4-Diacetamido-2,4,6-trideoxy-alpha-D-mannopyranose; Mycorradicin"	"C10H18N2O5"	"Metabolic pathways;Biosynthesis of various nucleotide sugars;Biosynthesis of nucleotide sugars;Phototransduction - fly"	"putative_single"
"245.11422_2.438"	246.1215	246.1216	"C20424"	"2,4-Diacetamido-2,4,6-trideoxy-D-mannopyranose; 2,4-Diacetamido-2,4,6-trideoxy-alpha-D-mannopyranose; Mycorradicin"	"C10H18N2O5"	"Metabolic pathways;Biosynthesis of various nucleotide sugars;Biosynthesis of nucleotide sugars;Phototransduction - fly"	"putative_single"
"247.12882_2.434"	246.12155	246.1216	"C20424"	"2,4-Diacetamido-2,4,6-trideoxy-D-mannopyranose; 2,4-Diacetamido-2,4,6-trideoxy-alpha-D-mannopyranose; Mycorradicin"	"C10H18N2O5"	"Metabolic pathways;Biosynthesis of various nucleotide sugars;Biosynthesis of nucleotide sugars;Phototransduction - fly"	"putative_single"
"247.12889_1.167"	246.12159	246.1216	"C20424"	"2,4-Diacetamido-2,4,6-trideoxy-D-mannopyranose; 2,4-Diacetamido-2,4,6-trideoxy-alpha-D-mannopyranose; Mycorradicin"	"C10H18N2O5"	"Metabolic pathways;Biosynthesis of various nucleotide sugars;Biosynthesis of nucleotide sugars;Phototransduction - fly"	"putative_single"
"254.013_6.42"	255.02028	255.0218	"C14333"	"Propyzamide; Pronamide; 3,5-Dichloro-N-(1,1-dimethyl-2-propynyl)benzamide; Pyrene"	"C12H11Cl2NO"	"Microbial metabolism in diverse environments;Polycyclic aromatic hydrocarbon degradation"	"putative_single"
"257.07824_2.428"	258.08555	258.0852	"C22140"	"L-gamma-Glutamyl-(3R)-L-beta-ethynylserine"	"C10H14N2O6"	"Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of various other secondary metabolites"	"putative_single"
"258.10997_1.176"	257.10269	257.1052	"C21634"	"(4aR,10bS)-Normaritidine; Macowine; 4-HNE; Norcraugsodine"	"C15H15NO3"	"Metabolic pathways;Biosynthesis of secondary metabolites;Inositol phosphate metabolism;Pathways in cancer;Hepatocellular carcinoma;Folate biosynthesis;Isoquinoline alkaloid biosynthesis"	"putative_single"
"259.06921_0.922"	258.06193	258.0617	"C03177"	"Z-Gly-Pro-Leu-Gly-Pro; Carbobenzoxyglycyl-prolyl-leucyl-glycyl-proline; N-[(Phenylmethoxy)carbonyl]glycyl-L-prolyl-L-leucylglycyl-L-proline; rac-Glycerol 1-phosphate; DL-Glyceryl 1-phosphate; DL-Glycerol 3-phosphate; Streptamine phosphate"	"C6H15N2O7P"	"Metabolic pathways;Biosynthesis of secondary metabolites;Porphyrin metabolism;Biosynthesis of various nucleotide sugars;Biosynthesis of nucleotide sugars;Polyketide sugar unit biosynthesis"	"putative_multi"
"259.06921_0.922"	258.06193	258.0617	"C03433"	"Tetrachlorohydroquinone; 2,3,5,6-Tetrachlorohydroquinone; PCMB; Streptamine 4-phosphate"	"C6H15N2O7P"	"Metabolic pathways;Chemical carcinogenesis - reactive oxygen species;Biosynthesis of secondary metabolites;Chlorocyclohexane and chlorobenzene degradation;Microbial metabolism in diverse environments;D-Amino acid metabolism;Pinene, camphor and geraniol degradation;Biosynthesis of nucleotide sugars;Streptomycin biosynthesis;beta-Lactam resistance"	"putative_multi"
"260.05312_1.295"	259.04584	259.0457	"C00351"	"D-Glucosamine 6-phosphate; D-Glucosamine phosphate; all-trans-Geranylgeranyl diphosphate; all-trans-Geranylgeranyl pyrophosphate; (2E,6E,10E)-3,7,11,15-Tetramethylhexadeca-2,6,10,14-tetraen-1-yl diphosphate; Dihydroxy-L-phenylalanine; 5'-Phosphooligonucleotide"	"C10H19O14P3R2(C5H8O5PR)n"	"Carbon fixation by Calvin cycle;Metabolic pathways;Diabetic cardiomyopathy;Purine metabolism;Biosynthesis of various antibiotics;Biosynthesis of secondary metabolites;Nucleotide metabolism;Prolactin signaling pathway;Parkinson disease;AMPK signaling pathway;Ferroptosis;Methane metabolism;Microbial metabolism in diverse environments;Carbon metabolism;Biosynthesis of amino acids;Alanine, aspartate and glutamate metabolism;Biosynthesis of various plant secondary metabolites;Biosynthesis of plant secondary metabolites;Biosynthesis of plant hormones;Glycolysis / Gluconeogenesis;Pentose phosphate pathway;Tyrosine metabolism;Butanoate metabolism;Terpenoid backbone biosynthesis;Biosynthesis of various other secondary metabolites;Biosynthesis of phenylpropanoids;Biosynthesis of terpenoids and steroids;Biosynthesis of alkaloids derived from shikimate pathway;Biosynthesis of alkaloids derived from terpenoid and polyketide;Phosphotransferase system (PTS);Glucagon signaling pathway;Insulin resistance;Central carbon metabolism in cancer;Valine, leucine and isoleucine degradation;Cocaine addiction;Amphetamine addiction;Alcoholism;Amino sugar and nucleotide sugar metabolism;Biosynthesis of nucleotide sugars;Phenylalanine, tyrosine and tryptophan biosynthesis;Dopaminergic synapse;Diterpenoid biosynthesis;Ubiquinone and other terpenoid-quinone biosynthesis;Isoquinoline alkaloid biosynthesis;Betalain biosynthesis;Fructose and mannose metabolism;Indole diterpene alkaloid biosynthesis;Carotenoid biosynthesis;HMG-CoA reductase inhibitors"	"putative_multi"
"260.05312_1.295"	259.04584	259.0457	"C01281"	"[L-Glutamate:ammonia ligase (ADP-forming)]; [L-Glutamate:ammonia ligase (ADP-forming)]-L-tyrosine; [Glutamine synthetase]-L-tyrosine; Lipid I; LacCer; Lactosyl-N-acylsphingosine; D-Galactosyl-1,4-beta-D-glucosylceramide; 1-Acyl-2-oleoyl-sn-glycero-3-phosphocholine"	"C10H10N2O3R2"	"Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Inositol phosphate metabolism;Pinene, camphor and geraniol degradation;Galactose metabolism;Streptomycin biosynthesis;Sphingolipid metabolism;Phosphatidylinositol signaling system;Teichoic acid biosynthesis;Glycosphingolipid biosynthesis - lacto and neolacto series;Glycosphingolipid biosynthesis - globo and isoglobo series;Glycosphingolipid biosynthesis - ganglio series"	"putative_multi"
"260.05312_1.295"	259.04584	259.0457	"C12214"	"Aminofructose 6-phosphate; Amino-D-fructose 6-phosphate; Iron cyanide (Fe(CN)3); Mycobactin S"	"C6H14NO8P"	"Biosynthesis of secondary metabolites;Biosynthesis of ansamycins;Biosynthesis of siderophore group nonribosomal peptides"	"putative_multi"
"260.05312_1.295"	259.04584	259.0457	"C22028"	"Cytidine 3'-phospho-5'-diphosphoramidate; 3'-Phospho-cytidine-5'-diphosphoramidate; 2-Demethyl-8-methylmenaquinone"	"C16H16O2(C5H8)n"	"Metabolic pathways;Amino sugar and nucleotide sugar metabolism;Biosynthesis of nucleotide sugars"	"putative_multi"
"261.09787_1.243"	202.08388	202.0841	"C04067"	"Diethyl 2-methyl-3-oxosuccinate; Diethyl oxalpropionate; Butanedioic acid, 2-methyl-3-oxo-, 1,4-diethyl ester; 4-Chloro-allyl-L-glycine; (S)-2-Amino-6-oxohexanoate; Flavonol 3-O-D-xylosylglucoside"	"C9H14O5"	"Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Biosynthesis of amino acids;Biosynthesis of plant secondary metabolites;Biosynthesis of various other secondary metabolites;Biosynthesis of alkaloids derived from ornithine, lysine and nicotinic acid;Lysine biosynthesis;Lysine degradation;Tropane, piperidine and pyridine alkaloid biosynthesis"	"putative_multi"
"261.09787_1.243"	202.08388	202.0855	"C10930"	"Metamitron; Goltix; DEET; Butachlor"	"C10H10N4O"	""	"putative_multi"
"263.05811_1.223"	264.06541	264.0666	"C13144"	"Dehydrocholic acid; 3,7,12-Triketo-5beta-cholanoic acid; Ozagrel hydrochloride"	"C13H12N2O2. HCl"	""	"putative_single"
"263.0973_0.921"	264.10457	264.1031	"C17226"	"2-(6'-Methylthio)hexylmalic acid; 2-(6'-Methylthio)hexylmalate; 2-Ammoniobut-2-enoate; L-Homophenylalanine"	"C11H20O5S"	"Metabolic pathways;Biosynthesis of secondary metabolites;2-Oxocarboxylic acid metabolism;Glucosinolate biosynthesis;Phenylalanine, tyrosine and tryptophan biosynthesis"	"putative_multi"
"263.0973_0.921"	264.10457	264.107	"C17967"	"Bluensidine"	"C8H16N4O6"	""	"putative_multi"
"266.08827_1.144"	267.09555	267.0968	"C07210"	"Zidovudine; Azidothymidine; 3'-Azido-3'-deoxythymidine; AZT; 2-Methylbenzyl alcohol"	"C10H13N5O4"	"Metabolic pathways;Bile secretion;Microbial metabolism in diverse environments;Xylene degradation;Degradation of aromatic compounds"	"putative_single"
"266.0884_1.228"	267.09563	267.0968	"C07210"	"Zidovudine; Azidothymidine; 3'-Azido-3'-deoxythymidine; AZT; 2-Methylbenzyl alcohol"	"C10H13N5O4"	"Metabolic pathways;Bile secretion;Microbial metabolism in diverse environments;Xylene degradation;Degradation of aromatic compounds"	"putative_single"
"268.10378_1.236"	267.09667	267.0968	"C07210"	"Zidovudine; Azidothymidine; 3'-Azido-3'-deoxythymidine; AZT; 2-Methylbenzyl alcohol"	"C10H13N5O4"	"Metabolic pathways;Bile secretion;Microbial metabolism in diverse environments;Xylene degradation;Degradation of aromatic compounds"	"putative_single"
"269.03407_2.246"	270.04113	270.0416	"C18380"	"Ethylendiamine dihydroiodide; EDDI; Calcium levulinate anhydrous"	"C10H14CaO6"	""	"putative_single"
"271.07028_3.64"	226.07203	226.0742	"C21412"	"(2R,3S,4S)-Leucoanthocyanidin; (2R,3S,4S)-Flavan-3,4-diol; 3,4-Dimethoxybenzyl alcohol; (10aS)-10,10a-Dihydrophenazine-1-carboxylate"	"C13H10N2O2"	"Metabolic pathways;Biosynthesis of secondary metabolites;Acarbose and validamycin biosynthesis;Phenazine biosynthesis"	"putative_single"
"274.09206_1.355"	273.08478	273.0857	"C10849"	"Calystegin A3; Calystegine A3; Brugine"	"C12H19NO2S2"	"Tropane, piperidine and pyridine alkaloid biosynthesis"	"putative_single"
"276.11905_1.126"	275.11192	275.1117	"C18047"	"beta-D-Fructofuranosyl-alpha-D-mannopyranoside 6F-phosphate; Mannosylfructose 6-phosphate; (2S,3S)-3-(1-Carboxyvinyloxy)-2,3-dihydroanthranilate; Carboxybiotinyl-[protein]"	"C18H26N5O6SR2"	"Metabolic pathways;Biosynthesis of secondary metabolites;Quorum sensing;Cysteine and methionine metabolism;Biosynthesis of enediyne antibiotics;Phenazine biosynthesis"	"putative_single"
"281.06024_6.614"	282.06752	282.0681	"C22356"	"Benzo[a]pyrene-7,8-dione; B[a]P-7,8-dione; L-Alanyl-AMP; S-Methyl-1-thio-D-xylulose 5-phosphate"	"C20H10O2"	"Metabolic pathways;Chemical carcinogenesis - reactive oxygen species;Cysteine and methionine metabolism"	"putative_single"
"281.08806_1.167"	282.09531	282.0951	"C01629"	"N-Carbobenzoxyglycylproline; Z-Gly-Pro; Z-Gly-Pro-OH; Wax ester"	"C10H18O9"	"Biosynthesis of secondary metabolites;ABC transporters;Cutin, suberine and wax biosynthesis"	"putative_single"
"287.04988_1.057"	174.06416	174.0641	"C00439"	"N-Formimino-L-glutamate; N-Formimidoyl-L-glutamate; L-Aspartic 4-semialdehyde; 2-trans,6-trans-Farnesyl diphosphate; (2E,6E)-Farnesyl diphosphate; 5-Methyltetrahydrofolate"	"C6H10N2O4"	"Carbon fixation by Calvin cycle;Metabolic pathways;One carbon pool by folate;Biosynthesis of various antibiotics;Biosynthesis of secondary metabolites;Biosynthesis of cofactors;Glycine, serine and threonine metabolism;Other carbon fixation pathways;Microbial metabolism in diverse environments;Carbon metabolism;Biosynthesis of amino acids;Arginine and proline metabolism;Monobactam biosynthesis;Cysteine and methionine metabolism;Biosynthesis of various plant secondary metabolites;Biosynthesis of plant secondary metabolites;Biosynthesis of plant hormones;Folate transport and metabolism;Antifolate resistance;Terpenoid backbone biosynthesis;Biosynthesis of various other secondary metabolites;Biosynthesis of terpenoids and steroids;Biosynthesis of alkaloids derived from ornithine, lysine and nicotinic acid;Biosynthesis of alkaloids derived from terpenoid and polyketide;2-Oxocarboxylic acid metabolism;Lysine biosynthesis;Lysine degradation;Histidine metabolism;Biosynthesis of various siderophores;Galactose metabolism;Amino sugar and nucleotide sugar metabolism;Biosynthesis of nucleotide sugars;Peptidoglycan biosynthesis;Tropane, piperidine and pyridine alkaloid biosynthesis;Cobalamin transport and metabolism;Phenylalanine, tyrosine and tryptophan biosynthesis;Steroid biosynthesis;Insect hormone biosynthesis;Carotenoid biosynthesis;Sesquiterpenoid and triterpenoid biosynthesis"	"putative_single"
"289.11804_7.065"	290.12532	290.1226	"C03406"	"N-(L-Arginino)succinate; 2-(Nomega-L-Arginino)succinate; L-Argininosuccinate; L-Argininosuccinic acid; L-Arginosuccinic acid; N-acetyl-D-galactosaminate"	"C10H18N4O6"	"Metabolic pathways;Biosynthesis of secondary metabolites;Arginine biosynthesis;Biosynthesis of amino acids;Arginine and proline metabolism;Alanine, aspartate and glutamate metabolism;Histidine metabolism;Biosynthesis of various nucleotide sugars"	"putative_single"
"290.0758_1.106"	578.13704	578.1424	"C17640"	"Procyanidin B5; Procyanidol B5; 3alpha,7beta,12alpha-Trihydroxy-5beta-cholan-24-oic acid; 3alpha,7beta,12alpha-Trihydroxy-5beta-cholanic acid; 7beta-Hydroxyisocholic acid; 7-Epicholic acid; 6alpha-Hydroxychenodeoxycholic acid; Cinncassiol C3"	"C30H26O12"	"Secondary bile acid biosynthesis"	"putative_single"
"290.08692_1.324"	307.09017	307.0878	"C12089"	"Cyanidin 3-O-(6-O-p-coumaroyl)glucoside-5-O-glucoside; Shisonin; NAC-Diketide"	"C15H17NO4S"	"Biosynthesis of secondary metabolites;Biosynthesis of alkaloids derived from shikimate pathway;Biosynthesis of various alkaloids;Anthocyanin biosynthesis"	"putative_single"
"290.08813_1.23"	291.09551	291.0954	"C08341"	"Triglochinin; 2-Hexenedioic acid,4-(cyano(beta-D-glucopyranosyloxy)methylene)-, (E,Z)-; Sarmentosin epoxide"	"C11H17NO8"	""	"putative_single"
"291.049_2.537"	290.04172	290.0403	"C19880"	"alpha-Aminoadipate carrier protein LysW; [LysW]; [Lysine-biosynthesis-protein LysW]-C-terminal-L-glutamate; D-glycero-alpha-D-manno-Heptose 1-phosphate"	"C7H15O10P"	"Metabolic pathways;Biosynthesis of amino acids;2-Oxocarboxylic acid metabolism;Lysine biosynthesis;Biosynthesis of various nucleotide sugars;Biosynthesis of nucleotide sugars;Lipopolysaccharide biosynthesis"	"putative_single"
"291.06988_2.85"	290.0626	290.0647	"C11111"	"Isoprothiolane sulfoxide; Propanedioic acid, 1,3-dithiolan-2-ylidene-, bis(1-methylethyl) ester, 5-oxide; N-Methylpyrrolidone; Isoprothiolane"	"C12H18O4S2"	""	"putative_single"
"292.10261_1.209"	291.09532	291.0954	"C08341"	"Triglochinin; 2-Hexenedioic acid,4-(cyano(beta-D-glucopyranosyloxy)methylene)-, (E,Z)-; Sarmentosin epoxide"	"C11H17NO8"	""	"putative_single"
"292.10261_1.517"	291.09533	291.0954	"C08341"	"Triglochinin; 2-Hexenedioic acid,4-(cyano(beta-D-glucopyranosyloxy)methylene)-, (E,Z)-; Sarmentosin epoxide"	"C11H17NO8"	""	"putative_single"
"292.10267_1.369"	291.09536	291.0954	"C08341"	"Triglochinin; 2-Hexenedioic acid,4-(cyano(beta-D-glucopyranosyloxy)methylene)-, (E,Z)-; Sarmentosin epoxide"	"C11H17NO8"	""	"putative_single"
"293.05235_3.641"	294.05941	294.0619	"C17136"	"3-Octanone; Octan-3-one; Neochlorogenate; Caryophyllin; Oleanolate; Laurinterol"	"C15H19BrO"	"Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of various plant secondary metabolites"	"putative_single"
"293.08798_1.192"	294.09514	294.0951	"C08570"	"gamma-Undecalactone; 2(3H)-Furanone, 5-heptyldihydro-; Tuliposide B"	"C11H18O9"	"Metabolic pathways;Biosynthesis of secondary metabolites;Flavonoid biosynthesis;Carotenoid biosynthesis"	"putative_multi"
"293.08798_1.192"	294.09514	294.0951	"C21186"	"6-Tuliposide B; 6-O-[(3S)-3,4-Dihydroxy-2-methylenebutanoyl]-D-glucose; (3R,4R)-4-(2H-1,3-Benzodioxol-5-ylmethyl)-3-[(4-hydroxy-3-methoxyphenyl)methyl]oxolan-2-one; Protein N5-methyl-L-arginine"	"C11H18O9"	"Metabolic pathways;Biosynthesis of secondary metabolites;Quorum sensing;Biosynthesis of various plant secondary metabolites"	"putative_multi"
"295.06628_1.85"	294.059	294.0619	"C17136"	"3-Octanone; Octan-3-one; Neochlorogenate; Caryophyllin; Oleanolate; Laurinterol"	"C15H19BrO"	"Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of various plant secondary metabolites"	"putative_single"
"300.03957_1.477"	301.04684	301.0468	"C04132"	"N-Acetyl-L-glutamate 5-phosphate; N-Acetyl-L-glutamyl 5-phosphate; N2-(D-1-Carboxyethyl)-L-arginine; N2-(1-Carboxyethyl)-L-arginine; Arginine, N2-(1-carboxyethyl)-, L-; D-(+)-Octopine; L-Arginine, N2-(1-carboxyethyl)-, (R)-; N-Acetyl-D-glucosamine 6-sulfate; L-Arginine, N2-[(1R)-1-carboxyethyl]-"	"C8H15NO9S"	"Metabolic pathways;Biosynthesis of secondary metabolites;ABC transporters;Arginine biosynthesis;Biosynthesis of amino acids;Arginine and proline metabolism;2-Oxocarboxylic acid metabolism"	"putative_single"
"301.21657_8.514"	300.20927	300.2089	"C14684"	"17beta-Hydroxy-17-methylandrosta-4,9(11)-dien-3-one; 4,9(11)-Androstadien-17alpha-methyl-17beta-ol-3-one; Dibenzyl; 2,6-Di-tert-butyl-p-cresol; Butylated hydroxytoluene; 2,6-Bis(1,1-dimethylethyl)-4-methylphenol; 2-Ethoxyethanol"	"C20H28O2"	""	"putative_multi"
"301.21657_8.514"	300.20927	300.2089	"C14925"	"3-Hydroxy-2-(4-morpholinylmethyl)estra-1,3,5(10)-trien-17-one; 2-Morpholinomethylestrone; 17beta-Hydroxy-2-methylandrost-1,4-dien-3-one"	"C20H28O2"	""	"putative_multi"
"301.21657_8.514"	300.20927	300.2089	"C15307"	"17beta-Hydroxy-7alpha-methylandrost-1,4-diene-3-one; 1-Dehydro-7alpha-methyltestosterone; 6-Oxo-17beta-estradiol diacetate; 6alpha-Fluoro-17-hydroxypregn-4-ene-3,20-dione acetate"	"C20H28O2"	""	"putative_multi"
"301.21657_8.514"	300.20927	300.2089	"C21822"	"Sugiol; 12-Hydroxyabieta-8,11,13-trien-7-one; 11-Hydroxysugiol"	"C20H28O2"	"Biosynthesis of secondary metabolites;Diterpenoid biosynthesis"	"putative_multi"
"306.08327_1.423"	307.09054	307.0878	"C12089"	"Cyanidin 3-O-(6-O-p-coumaroyl)glucoside-5-O-glucoside; Shisonin; NAC-Diketide"	"C15H17NO4S"	"Biosynthesis of secondary metabolites;Biosynthesis of alkaloids derived from shikimate pathway;Biosynthesis of various alkaloids;Anthocyanin biosynthesis"	"putative_single"
"308.09892_1.2"	309.10619	309.106	"C19910"	"N-Acetyl-beta-neuraminate; beta-Neu5Ac; ISP-1; Iminodiacetate"	"C11H19NO9"	"Retrograde endocannabinoid signaling;Sesquiterpenoid and triterpenoid biosynthesis"	"putative_single"
"308.09892_1.357"	309.10619	309.106	"C19910"	"N-Acetyl-beta-neuraminate; beta-Neu5Ac; ISP-1; Iminodiacetate"	"C11H19NO9"	"Retrograde endocannabinoid signaling;Sesquiterpenoid and triterpenoid biosynthesis"	"putative_single"
"310.11318_1.179"	309.10588	309.106	"C19910"	"N-Acetyl-beta-neuraminate; beta-Neu5Ac; ISP-1; Iminodiacetate"	"C11H19NO9"	"Retrograde endocannabinoid signaling;Sesquiterpenoid and triterpenoid biosynthesis"	"putative_single"
